anime_name;anime_path;anime_id
sanzoku no musume ronja;/dirlist.php?dir=subtitles%2Fjapanese%2FSanzoku_No_Musume_Ronja%2F;1567
sarai-ya goyou;/dirlist.php?dir=subtitles%2Fjapanese%2FSarai-ya_Goyou%2F;1568
sarazanmai;/dirlist.php?dir=subtitles%2Fjapanese%2FSarazanmai%2F;1569
sarusuberi ~miss hokusai~;/dirlist.php?dir=subtitles%2Fjapanese%2FSarusuberi+%7EMiss+Hokusai%7E%2F;1570
sasaki to miyano;/dirlist.php?dir=subtitles%2Fjapanese%2FSasaki+to+Miyano%2F;1571
sasami-san ganbaranai;/dirlist.php?dir=subtitles%2Fjapanese%2FSasami-san_Ganbaranai%2F;1572
satsuriku no tenshi;/dirlist.php?dir=subtitles%2Fjapanese%2FSatsuriku+no+Tenshi%2F;1573
sayonara no asa ni yakusoku no hana o kazarou;/dirlist.php?dir=subtitles%2Fjapanese%2FSayonara+no+Asa+ni+Yakusoku+no+Hana+o+Kazarou%2F;1574
sayonara zetsubou sensei;/dirlist.php?dir=subtitles%2Fjapanese%2FSayonara+Zetsubou+Sensei%2F;1575
sazae-san;/dirlist.php?dir=subtitles%2Fjapanese%2FSazae-san%2F;1576
school days;/dirlist.php?dir=subtitles%2Fjapanese%2FSchool+Days%2F;1577
school rumble;/dirlist.php?dir=subtitles%2Fjapanese%2FSchool+Rumble%2F;1578
scrapped princess;/dirlist.php?dir=subtitles%2Fjapanese%2FScrapped+Princess%2F;1579
scryed;/dirlist.php?dir=subtitles%2Fjapanese%2FScryed%2F;1580
sd gundam bbw;/dirlist.php?dir=subtitles%2Fjapanese%2FSD_Gundam_BBW%2F;1581
seijo no maryoku wa bannou desu;/dirlist.php?dir=subtitles%2Fjapanese%2FSeijo+no+Maryoku+wa+Bannou+Desu%2F;1582
seikai no danshou;/dirlist.php?dir=subtitles%2Fjapanese%2FSeikai+no+Danshou%2F;1583
seikai no monshou;/dirlist.php?dir=subtitles%2Fjapanese%2FSeikai+no+Monshou%2F;1584
seikai no senki;/dirlist.php?dir=subtitles%2Fjapanese%2FSeikai+no+Senki%2F;1585
seikimatsu occult gakuin;/dirlist.php?dir=subtitles%2Fjapanese%2FSeikimatsu+Occult+Gakuin%2F;1586
seirei gensouki;/dirlist.php?dir=subtitles%2Fjapanese%2FSeirei+Gensouki%2F;1587
seirei no moribito;/dirlist.php?dir=subtitles%2Fjapanese%2FSeirei+no+Moribito%2F;1588
seirei tsukai no blade dance;/dirlist.php?dir=subtitles%2Fjapanese%2FSeirei+Tsukai+no+Blade+Dance%2F;1589
seiren;/dirlist.php?dir=subtitles%2Fjapanese%2FSeiren%2F;1590
seishun buta yarou wa bunny girl senpai no yume wo minai;/dirlist.php?dir=subtitles%2Fjapanese%2FSeishun+Buta+Yarou+wa+Bunny+Girl+Senpai+no+Yume+wo+Minai%2F;1591
seitokai yakuindomo;/dirlist.php?dir=subtitles%2Fjapanese%2FSeitokai+Yakuindomo%2F;1592
sekaiichi hatsukoi;/dirlist.php?dir=subtitles%2Fjapanese%2FSekaiichi+Hatsukoi%2F;1593
sekai saikou no ansatsusha, isekai kizoku ni tensei suru;/dirlist.php?dir=subtitles%2Fjapanese%2FSekai+Saikou+no+Ansatsusha%2C+Isekai+Kizoku+ni+Tensei+suru%2F;1594
sekirei;/dirlist.php?dir=subtitles%2Fjapanese%2FSekirei%2F;1595
sekkou boys;/dirlist.php?dir=subtitles%2Fjapanese%2FSekkou+Boys%2F;1596
selection project;/dirlist.php?dir=subtitles%2Fjapanese%2FSelection+Project%2F;1597
sengoku basara;/dirlist.php?dir=subtitles%2Fjapanese%2FSengoku+Basara%2F;1598
sengoku basara;/dirlist.php?dir=subtitles%2Fjapanese%2FSengoku_BASARA%2F;1599
sengoku basara two;/dirlist.php?dir=subtitles%2Fjapanese%2FSengoku_BASARA_Two%2F;1600
senki zesshou symphogear;/dirlist.php?dir=subtitles%2Fjapanese%2FSenki+Zesshou+Symphogear%2F;1601
senki zesshou symphogear g;/dirlist.php?dir=subtitles%2Fjapanese%2FSenki+Zesshou+Symphogear+G%2F;1602
senki zesshou symphogear gx;/dirlist.php?dir=subtitles%2Fjapanese%2FSenki+Zesshou+Symphogear+GX%2F;1603
sennen joyuu;/dirlist.php?dir=subtitles%2Fjapanese%2FSennen+Joyuu%2F;1604
senpai ga uzai kouhai no hanashi;/dirlist.php?dir=subtitles%2Fjapanese%2FSenpai+ga+Uzai+Kouhai+no+Hanashi%2F;1605
senryuu shoujo;/dirlist.php?dir=subtitles%2Fjapanese%2FSenryuu+Shoujo%2F;1606
sentouin, hakenshimasu!;/dirlist.php?dir=subtitles%2Fjapanese%2FSentouin%2C+Hakenshimasu%21%2F;1607
senyuu;/dirlist.php?dir=subtitles%2Fjapanese%2FSenyuu%2F;1608
serial experiments lain;/dirlist.php?dir=subtitles%2Fjapanese%2FSerial+Experiments+Lain%2F;1609
servant x service;/dirlist.php?dir=subtitles%2Fjapanese%2FServant+x+Service%2F;1610
sewayaki kitsune no senko-san;/dirlist.php?dir=subtitles%2Fjapanese%2FSewayaki+Kitsune+no+Senko-san%2F;1611
sh15uya;/dirlist.php?dir=subtitles%2Fjapanese%2FSh15uya%2F;1612
shadow house;/dirlist.php?dir=subtitles%2Fjapanese%2Fshadow+house%2F;1613
shakugan no shana;/dirlist.php?dir=subtitles%2Fjapanese%2FShakugan+no+Shana%2F;1614
shakunetsu kabaddi;/dirlist.php?dir=subtitles%2Fjapanese%2FShakunetsu+Kabaddi%2F;1615
shaman king (2021);/dirlist.php?dir=subtitles%2Fjapanese%2FShaman+King+%282021%29%2F;1616
shidonia no kishi;/dirlist.php?dir=subtitles%2Fjapanese%2FShidonia_No_Kishi%2F;1617
shidonia no kishi daikyuu wakusei seneki;/dirlist.php?dir=subtitles%2Fjapanese%2FShidonia_No_Kishi_Daikyuu_Wakusei_Seneki%2F;1618
shigatsu wa kimi no uso;/dirlist.php?dir=subtitles%2Fjapanese%2FShigatsu_Wa_Kimi_No_Uso%2F;1619
shigofumi;/dirlist.php?dir=subtitles%2Fjapanese%2FShigofumi%2F;1620
shijou saikyou no daimaou, murabito a ni tensei suru;/dirlist.php?dir=subtitles%2Fjapanese%2FShijou+Saikyou+no+Daimaou%2C+Murabito+A+ni+Tensei+suru%2F;1621
shijou saikyou no deshi kenichi;/dirlist.php?dir=subtitles%2Fjapanese%2FShijou+Saikyou+no+Deshi+Kenichi%2F;1622
shikabane hime;/dirlist.php?dir=subtitles%2Fjapanese%2FShikabane+Hime%2F;1623
shiki;/dirlist.php?dir=subtitles%2Fjapanese%2FShiki%2F;1624
shikioriori;/dirlist.php?dir=subtitles%2Fjapanese%2FShikioriori%2F;1625
shikkakumon no saikyou kenja;/dirlist.php?dir=subtitles%2Fjapanese%2FShikkakumon+no+Saikyou+Kenja%2F;1626
shimoneta to iu gainen ga sonzai shinai taikutsu na sekai;/dirlist.php?dir=subtitles%2Fjapanese%2FShimoneta+to+Iu+Gainen+ga+Sonzai+Shinai+Taikutsu+na+Sekai%2F;1627
shinchou yuusha: kono yuusha ga ore tueee kuse ni shinchou sugiru;/dirlist.php?dir=subtitles%2Fjapanese%2FShinchou+Yuusha%3A+Kono+Yuusha+ga+Ore+Tueee+Kuse+ni+Shinchou+Sugiru%2F;1628
shin chuuka ichiban!;/dirlist.php?dir=subtitles%2Fjapanese%2FShin+Chuuka+Ichiban%21%2F;1629
shingeki! kyojin chuugakkou;/dirlist.php?dir=subtitles%2Fjapanese%2FShingeki%21+Kyojin+Chuugakkou%2F;1630
shingeki no bahamut genesis;/dirlist.php?dir=subtitles%2Fjapanese%2FShingeki+no+Bahamut+Genesis%2F;1631
shingeki no kyojin;/dirlist.php?dir=subtitles%2Fjapanese%2FShingeki+no+Kyojin%2F;1632
shingeki no kyojin ova;/dirlist.php?dir=subtitles%2Fjapanese%2FShingeki+no+Kyojin+OVA%2F;1633
shingeki no bahamut virgin soul;/dirlist.php?dir=subtitles%2Fjapanese%2FShingeki_No_Bahamut_Virgin_Soul%2F;1634
shingeki no kyojin;/dirlist.php?dir=subtitles%2Fjapanese%2FShingeki_No_Kyojin%2F;1635
shingetsutan tsukihime;/dirlist.php?dir=subtitles%2Fjapanese%2FShingetsutan+Tsukihime%2F;1636
shin godzilla 2016 anno hideaki;/dirlist.php?dir=subtitles%2Fjapanese%2FShin+Godzilla+2016+Anno+Hideaki%2F;1637
shinigami no ballad;/dirlist.php?dir=subtitles%2Fjapanese%2FShinigami+no+Ballad%2F;1638
shinmai maou no testament;/dirlist.php?dir=subtitles%2Fjapanese%2FShinmai+Maou+no+Testament%2F;1639
shin no nakama ja nai to yuusha no party wo oidasareta node, henkyou de slow life suru koto ni shimashita;/dirlist.php?dir=subtitles%2Fjapanese%2FShin+no+Nakama+ja+Nai+to+Yuusha+no+Party+wo+Oidasareta+node%2C+Henkyou+de+Slow+Life+suru+Koto+ni+Shimashita%2F;1640
shinrei tantei yakumo;/dirlist.php?dir=subtitles%2Fjapanese%2FShinrei_Tantei_Yakumo%2F;1641
shinryaku! ika musume s1;/dirlist.php?dir=subtitles%2Fjapanese%2FShinryaku%21+Ika+Musume+S1%2F;1642
shinryaku! ika musume s2;/dirlist.php?dir=subtitles%2Fjapanese%2FShinryaku%21+Ika+Musume+S2%2F;1643
shin sakura taisen the animation;/dirlist.php?dir=subtitles%2Fjapanese%2FShin+Sakura+Taisen+the+Animation%2F;1644
shin seiki gpx cyber formula zero;/dirlist.php?dir=subtitles%2Fjapanese%2FShin+Seiki+GPX+Cyber+Formula+ZERO%2F;1645
shinsekai yori;/dirlist.php?dir=subtitles%2Fjapanese%2FShinsekai+Yori%2F;1646
shin tennis no ouji-sama;/dirlist.php?dir=subtitles%2Fjapanese%2FShin+Tennis+no+Ouji-sama%2F;1647
shinya! tensai bakabon;/dirlist.php?dir=subtitles%2Fjapanese%2FShinya%21+Tensai+Bakabon%2F;1648
shin sekai yori;/dirlist.php?dir=subtitles%2Fjapanese%2FShin_Sekai_Yori%2F;1649
shippu! iron leaguer;/dirlist.php?dir=subtitles%2Fjapanese%2FShippu%21+Iron+Leaguer%2F;1650
shirobako;/dirlist.php?dir=subtitles%2Fjapanese%2FShirobako%2F;1651
shiroi suna no aquatope;/dirlist.php?dir=subtitles%2Fjapanese%2FShiroi+Suna+no+Aquatope%2F;1652
shirokuma cafe;/dirlist.php?dir=subtitles%2Fjapanese%2FShirokuma_Cafe%2F;1653
shisha no teikoku;/dirlist.php?dir=subtitles%2Fjapanese%2FShisha+no+Teikoku%2F;1654
shokei shoujo no virgin road;/dirlist.php?dir=subtitles%2Fjapanese%2FShokei+Shoujo+no+Virgin+Road%2F;1655
shokugeki no souma;/dirlist.php?dir=subtitles%2Fjapanese%2FShokugeki_No_Souma%2F;1656
shonan bakusozoku;/dirlist.php?dir=subtitles%2Fjapanese%2FShonan+Bakusozoku%2F;1657
shoujo kageki revue starlight;/dirlist.php?dir=subtitles%2Fjapanese%2FShoujo+Kageki+Revue+Starlight%2F;1658
shoujo kakumei utena;/dirlist.php?dir=subtitles%2Fjapanese%2FShoujo+Kakumei+Utena%2F;1659
shoujo shuumatsu ryokou;/dirlist.php?dir=subtitles%2Fjapanese%2FShoujo+Shuumatsu+Ryokou%2F;1660
shoukoku no altair;/dirlist.php?dir=subtitles%2Fjapanese%2FShoukoku+no+Altair%2F;1661
shounen hollywood -holly stage for 49-;/dirlist.php?dir=subtitles%2Fjapanese%2FShounen+Hollywood+-Holly+Stage+for+49-%2F;1662
shounen maid;/dirlist.php?dir=subtitles%2Fjapanese%2FShounen_Maid%2F;1663
shouwa genroku rakugo shinjuu;/dirlist.php?dir=subtitles%2Fjapanese%2FShouwa_Genroku_Rakugo_Shinjuu%2F;1664
shuriken sentai ninninger;/dirlist.php?dir=subtitles%2Fjapanese%2FShuriken_Sentai_Ninninger%2F;1665
shuumatsu nani shitemasuka isogashii desuka sukutte moratte ii desuka;/dirlist.php?dir=subtitles%2Fjapanese%2FShuumatsu+Nani+Shitemasuka+Isogashii+Desuka+Sukutte+Moratte+Ii+Desuka%2F;1666
shuumatsu no izetta;/dirlist.php?dir=subtitles%2Fjapanese%2FShuumatsu+no+Izetta%2F;1667
shuumatsu no walkure;/dirlist.php?dir=subtitles%2Fjapanese%2FShuumatsu+no+Walkure%2F;1668
sidonia no kishi;/dirlist.php?dir=subtitles%2Fjapanese%2FSidonia+no+Kishi%2F;1669
sidonia no kishi ai tsumugu hoshi;/dirlist.php?dir=subtitles%2Fjapanese%2FSidonia+no+Kishi+Ai+Tsumugu+Hoshi%2F;1670
sirius the jaeger;/dirlist.php?dir=subtitles%2Fjapanese%2FSirius+the+Jaeger%2F;1671
sket dance;/dirlist.php?dir=subtitles%2Fjapanese%2FSket_Dance%2F;1672
slam dunk;/dirlist.php?dir=subtitles%2Fjapanese%2FSLAM+DUNK%2F;1673
slayers next;/dirlist.php?dir=subtitles%2Fjapanese%2FSlayers+Next%2F;1674
slayers revolution;/dirlist.php?dir=subtitles%2Fjapanese%2FSlayers+Revolution%2F;1675
slayers try;/dirlist.php?dir=subtitles%2Fjapanese%2FSlayers+Try%2F;1676
slayers tv (1995);/dirlist.php?dir=subtitles%2Fjapanese%2FSlayers+TV+%281995%29%2F;1677
slime taoshite 300-nen, shiranai uchi ni level max ni nattemashita;/dirlist.php?dir=subtitles%2Fjapanese%2FSlime+Taoshite+300-nen%2C+Shiranai+Uchi+ni+Level+Max+ni+Nattemashita%2F;1678
slow loop;/dirlist.php?dir=subtitles%2Fjapanese%2FSlow+Loop%2F;1679
smile precure;/dirlist.php?dir=subtitles%2Fjapanese%2FSmile_PreCure%2F;1680
sola;/dirlist.php?dir=subtitles%2Fjapanese%2FSola%2F;1681
somali to mori no kamisama;/dirlist.php?dir=subtitles%2Fjapanese%2FSomali+to+Mori+no+Kamisama%2F;1682
sonic x;/dirlist.php?dir=subtitles%2Fjapanese%2FSonic+X%2F;1683
sonny boy;/dirlist.php?dir=subtitles%2Fjapanese%2FSonny+Boy%2F;1684
sono bisque doll wa koi wo suru;/dirlist.php?dir=subtitles%2Fjapanese%2FSono+Bisque+Doll+wa+Koi+wo+Suru%2F;1685
sono hanabira ni kuchizuke o;/dirlist.php?dir=subtitles%2Fjapanese%2FSono+Hanabira+ni+Kuchizuke+o%2F;1686
sorairo utility;/dirlist.php?dir=subtitles%2Fjapanese%2FSorairo+Utility%2F;1687
sora no aosa wo shiru hito yo;/dirlist.php?dir=subtitles%2Fjapanese%2FSora+no+Aosa+wo+Shiru+Hito+yo%2F;1688
sora no method;/dirlist.php?dir=subtitles%2Fjapanese%2FSora+no+Method%2F;1689
sora no otoshimono;/dirlist.php?dir=subtitles%2Fjapanese%2FSora+no+Otoshimono%2F;1690
sora no otoshimono tokei jikake no angeloid;/dirlist.php?dir=subtitles%2Fjapanese%2FSora+no+Otoshimono+Tokei+Jikake+no+Angeloid%2F;1691
sora no woto;/dirlist.php?dir=subtitles%2Fjapanese%2FSora+no+Woto%2F;1692
sora yori mo tooi basho;/dirlist.php?dir=subtitles%2Fjapanese%2FSora+yori+mo+Tooi+Basho%2F;1693
soredemo machi wa mawatteiru;/dirlist.php?dir=subtitles%2Fjapanese%2FSoredemo+Machi+wa+Mawatteiru%2F;1694
soredemo sekai wa utsukushii;/dirlist.php?dir=subtitles%2Fjapanese%2FSoredemo+Sekai+wa+Utsukushii%2F;1695
sore ga seiyuu!;/dirlist.php?dir=subtitles%2Fjapanese%2FSore+ga+Seiyuu%21%2F;1696
sore ike! zukkoke sannin-gumi;/dirlist.php?dir=subtitles%2Fjapanese%2FSore+Ike%21+Zukkoke+Sannin-gumi%2F;1697
sorezore no dangai;/dirlist.php?dir=subtitles%2Fjapanese%2FSorezore+no+dangai%2F;1698
soukou kihei votoms;/dirlist.php?dir=subtitles%2Fjapanese%2FSoukou+Kihei+VOTOMS%2F;1699
soukyuu no fafner;/dirlist.php?dir=subtitles%2Fjapanese%2FSoukyuu+no+Fafner%2F;1700
soukyuu no fafner exodus;/dirlist.php?dir=subtitles%2Fjapanese%2FSoukyuu_No_Fafner_Exodus%2F;1701
soul land douluo dalu;/dirlist.php?dir=subtitles%2Fjapanese%2FSoul+land_Douluo+Dalu%2F;1702
soul eater;/dirlist.php?dir=subtitles%2Fjapanese%2FSoul_Eater%2F;1703
sousei no onmyouji;/dirlist.php?dir=subtitles%2Fjapanese%2FSousei_No_Onmyouji%2F;1704
souten kouro;/dirlist.php?dir=subtitles%2Fjapanese%2FSouten_Kouro%2F;1705
space adventure cobra;/dirlist.php?dir=subtitles%2Fjapanese%2FSpace+Adventure+Cobra%2F;1706
space runaway ideon;/dirlist.php?dir=subtitles%2Fjapanese%2FSpace+Runaway+Ideon%2F;1707
space ironmen kyodyne;/dirlist.php?dir=subtitles%2Fjapanese%2FSpace_Ironmen_Kyodyne%2F;1708
space pirate captain harlock;/dirlist.php?dir=subtitles%2Fjapanese%2FSpace_Pirate_Captain_Harlock%2F;1709
space sheriff gavan;/dirlist.php?dir=subtitles%2Fjapanese%2FSpace_Sheriff_Gavan%2F;1710
space sheriff shaider;/dirlist.php?dir=subtitles%2Fjapanese%2FSpace_Sheriff_Shaider%2F;1711
special rescue exceedraft;/dirlist.php?dir=subtitles%2Fjapanese%2FSpecial_Rescue_Exceedraft%2F;1712
special rescue police winspector;/dirlist.php?dir=subtitles%2Fjapanese%2FSpecial_Rescue_Police_Winspector%2F;1713
spice and wolf;/dirlist.php?dir=subtitles%2Fjapanese%2FSpice+and+Wolf%2F;1714
spice and wolf ii;/dirlist.php?dir=subtitles%2Fjapanese%2FSpice+and+Wolf+II%2F;1715
spirited away (sen to chihiro no kamikakushi);/dirlist.php?dir=subtitles%2Fjapanese%2FSpirited+Away+%28Sen+to+Chihiro+no+Kamikakushi%29%2F;1716
spirit of wonder;/dirlist.php?dir=subtitles%2Fjapanese%2FSpirit+of+Wonder%2F;1717
spriggan (ona);/dirlist.php?dir=subtitles%2Fjapanese%2FSpriggan+%28ONA%29%2F;1718
spyfamily;/dirlist.php?dir=subtitles%2Fjapanese%2FSPYFAMILY%2F;1719
spy x family part 2 ;/dirlist.php?dir=subtitles%2Fjapanese%2FSpy+x+Family+Part+2+%2F;1720
ssss.dynazenon;/dirlist.php?dir=subtitles%2Fjapanese%2FSSSS.Dynazenon%2F;1721
ssss.gridman;/dirlist.php?dir=subtitles%2Fjapanese%2FSSSS.Gridman%2F;1722
stand my heroes: piece of truth;/dirlist.php?dir=subtitles%2Fjapanese%2FStand+My+Heroes%3A+Piece+of+Truth%2F;1723
starmyu;/dirlist.php?dir=subtitles%2Fjapanese%2FStarmyu%2F;1724
starry sky;/dirlist.php?dir=subtitles%2Fjapanese%2FStarry+Sky%2F;1725
starry tales;/dirlist.php?dir=subtitles%2Fjapanese%2FStarry+Tales%2F;1726
star twinkle precure;/dirlist.php?dir=subtitles%2Fjapanese%2FStar+Twinkle+Precure%2F;1727
star wars visions;/dirlist.php?dir=subtitles%2Fjapanese%2FStar+Wars+Visions%2F;1728
star driver;/dirlist.php?dir=subtitles%2Fjapanese%2FStar_Driver%2F;1729
star wars clone wars;/dirlist.php?dir=subtitles%2Fjapanese%2FStar_Wars_Clone_Wars%2F;1730
steamboy;/dirlist.php?dir=subtitles%2Fjapanese%2FSteamboy%2F;1731
"stein;gate";/dirlist.php?dir=subtitles%2Fjapanese%2FStein%3BGate%2F;1732
"steins;gate 0";/dirlist.php?dir=subtitles%2Fjapanese%2FSteins%3BGate+0%2F;1733
stitch! zutto saikou no tomodachi;/dirlist.php?dir=subtitles%2Fjapanese%2FStitch%21+Zutto+Saikou+no+Tomodachi%2F;1734
strike the blood;/dirlist.php?dir=subtitles%2Fjapanese%2FStrike+the+Blood%2F;1735
strike witches;/dirlist.php?dir=subtitles%2Fjapanese%2FStrike+Witches%2F;1736
subarashiki kono sekai the animation;/dirlist.php?dir=subtitles%2Fjapanese%2FSubarashiki_Kono_Sekai_The_Animation%2F;1737
suisei no gargantia;/dirlist.php?dir=subtitles%2Fjapanese%2FSuisei+no+Gargantia%2F;1738
suite precure;/dirlist.php?dir=subtitles%2Fjapanese%2FSuite_PreCure%2F;1739
suki-tte ii na yo.;/dirlist.php?dir=subtitles%2Fjapanese%2FSuki-tte+ii+na+yo.%2F;1740
summer time rendering;/dirlist.php?dir=subtitles%2Fjapanese%2FSummer+Time+Rendering%2F;1741
summer wars;/dirlist.php?dir=subtitles%2Fjapanese%2FSummer_Wars%2F;1742
suntory minami alps no tennensui x kimi no na wa.;/dirlist.php?dir=subtitles%2Fjapanese%2FSuntory+Minami+Alps+no+Tennensui+x+Kimi+no+Na+wa.%2F;1743
super crooks;/dirlist.php?dir=subtitles%2Fjapanese%2FSuper+Crooks%2F;1744
super cub;/dirlist.php?dir=subtitles%2Fjapanese%2FSuper+Cub%2F;1745
super dimension fortress macross;/dirlist.php?dir=subtitles%2Fjapanese%2FSuper+Dimension+Fortress+Macross%2F;1746
super dimension fortress macross ii - lovers again;/dirlist.php?dir=subtitles%2Fjapanese%2FSuper+Dimension+Fortress+Macross+II+-+Lovers+Again%2F;1747
super lovers;/dirlist.php?dir=subtitles%2Fjapanese%2FSuper+Lovers%2F;1748
super rescue solbrain;/dirlist.php?dir=subtitles%2Fjapanese%2FSuper_Rescue_Solbrain%2F;1749
super robot lifeform transformers prime;/dirlist.php?dir=subtitles%2Fjapanese%2FSuper_Robot_Lifeform_Transformers_Prime%2F;1750
suzumiya haruhi no shoushitsu;/dirlist.php?dir=subtitles%2Fjapanese%2FSuzumiya+Haruhi+no+Shoushitsu%2F;1751
suzumiya haruhi no yuuutsu;/dirlist.php?dir=subtitles%2Fjapanese%2FSuzumiya+Haruhi+no+Yuuutsu%2F;1752
sword;/dirlist.php?dir=subtitles%2Fjapanese%2FSword%2F;1753
sword art online;/dirlist.php?dir=subtitles%2Fjapanese%2FSword+Art+Online%2F;1754
sword art online: alicization;/dirlist.php?dir=subtitles%2Fjapanese%2FSword+Art+Online%3A+Alicization%2F;1755
sword art online alternative gun gale online;/dirlist.php?dir=subtitles%2Fjapanese%2FSword+Art+Online+Alternative+Gun+Gale+Online%2F;1756
sword art online ii;/dirlist.php?dir=subtitles%2Fjapanese%2FSword+Art+Online+II%2F;1757
sword art online ordinal scale;/dirlist.php?dir=subtitles%2Fjapanese%2FSword+Art+Online+Ordinal+Scale%2F;1758
sword art online the movie progressive - aria of a starless night;/dirlist.php?dir=subtitles%2Fjapanese%2FSword+Art+Online+the+Movie+Progressive+-+Aria+of+a+Starless+Night%2F;1759
sword gai the animation;/dirlist.php?dir=subtitles%2Fjapanese%2FSWORD+GAI+The+Animation%2F;1760
tachiguishi retsuden;/dirlist.php?dir=subtitles%2Fjapanese%2FTachiguishi+Retsuden%2F;1761
tada-kun wa koi wo shinai;/dirlist.php?dir=subtitles%2Fjapanese%2FTada-kun+wa+Koi+wo+Shinai%2F;1762
taimadou gakuen 35 shiken shoutai;/dirlist.php?dir=subtitles%2Fjapanese%2FTaimadou+Gakuen+35+Shiken+Shoutai%2F;1763
taishou yakyuu musume;/dirlist.php?dir=subtitles%2Fjapanese%2FTaishou+Yakyuu+Musume%2F;1764
taisou zamurai;/dirlist.php?dir=subtitles%2Fjapanese%2FTaisou+Zamurai%2F;1765
taiyou no kiba dougram;/dirlist.php?dir=subtitles%2Fjapanese%2FTaiyou+no+Kiba+Dougram%2F;1766
takt op.destiny;/dirlist.php?dir=subtitles%2Fjapanese%2Ftakt+op.Destiny%2F;1767
tales of the abyss;/dirlist.php?dir=subtitles%2Fjapanese%2FTales+of+the+Abyss%2F;1768
tales of zestiria the x;/dirlist.php?dir=subtitles%2Fjapanese%2FTales+of+Zestiria+the+X%2F;1769
tales of zestiria ~doushi no yoake~;/dirlist.php?dir=subtitles%2Fjapanese%2FTales+of+Zestiria+%7EDoushi+no+Yoake%7E%2F;1770
tales from earthsea;/dirlist.php?dir=subtitles%2Fjapanese%2FTales_From_Earthsea%2F;1771
tamako love story;/dirlist.php?dir=subtitles%2Fjapanese%2FTamako+Love+Story%2F;1772
tamako market;/dirlist.php?dir=subtitles%2Fjapanese%2FTamako+Market%2F;1773
tamayura~ hitotose~;/dirlist.php?dir=subtitles%2Fjapanese%2FTamayura%7E+Hitotose%7E%2F;1774
tanaka-kun wa itsumo kedaruge;/dirlist.php?dir=subtitles%2Fjapanese%2FTanaka-kun+wa+Itsumo+Kedaruge%2F;1775
tanken driland;/dirlist.php?dir=subtitles%2Fjapanese%2FTanken_Driland%2F;1776
tanken driland 1000-nen no mahou;/dirlist.php?dir=subtitles%2Fjapanese%2FTanken_Driland_1000-nen_No_Mahou%2F;1777
tantei wa mou, shindeiru.;/dirlist.php?dir=subtitles%2Fjapanese%2FTantei+wa+Mou%2C+Shindeiru.%2F;1778
tari tari;/dirlist.php?dir=subtitles%2Fjapanese%2FTari+Tari%2F;1779
tasogare otome × amnesia;/dirlist.php?dir=subtitles%2Fjapanese%2FTasogare+Otome+%C3%97+Amnesia%2F;1780
tatakau shisho - the book of bantorra;/dirlist.php?dir=subtitles%2Fjapanese%2FTatakau+Shisho+-+The+Book+of+Bantorra%2F;1781
tatami galaxy ( yojouhan shinwa taikei);/dirlist.php?dir=subtitles%2Fjapanese%2FTatami+Galaxy+%28+Yojouhan+Shinwa+Taikei%29%2F;1782
tate no yuusha no nariagari;/dirlist.php?dir=subtitles%2Fjapanese%2FTate+no+Yuusha+no+Nariagari%2F;1783
tate no yuusha no nariagari s2;/dirlist.php?dir=subtitles%2Fjapanese%2FTate+no+Yuusha+no+Nariagari+S2%2F;1784
tawawa on monday;/dirlist.php?dir=subtitles%2Fjapanese%2FTawawa+on+Monday%2F;1785
tegami bachi;/dirlist.php?dir=subtitles%2Fjapanese%2FTegami+Bachi%2F;1786
tegami bachi reverse;/dirlist.php?dir=subtitles%2Fjapanese%2FTegami_Bachi_Reverse%2F;1787
teikou pengin (youtube);/dirlist.php?dir=subtitles%2Fjapanese%2FTeikou+Pengin+%28Youtube%29%2F;1788
tekkon kinkreet;/dirlist.php?dir=subtitles%2Fjapanese%2FTekkon+Kinkreet%2F;1789
telepathy shoujo ran;/dirlist.php?dir=subtitles%2Fjapanese%2FTelepathy+Shoujo+Ran%2F;1790
tenchimuyo;/dirlist.php?dir=subtitles%2Fjapanese%2FTenchiMuyo%2F;1791
tengen toppa gurren lagann;/dirlist.php?dir=subtitles%2Fjapanese%2FTengen+Toppa+Gurren+Lagann%2F;1792
tenkai knights;/dirlist.php?dir=subtitles%2Fjapanese%2FTenkai_Knights%2F;1793
tenki no ko;/dirlist.php?dir=subtitles%2Fjapanese%2FTenki+no+Ko%2F;1794
tenki no ko;/dirlist.php?dir=subtitles%2Fjapanese%2FTenki+No+Ko%2F;1795
tenkuu no shiro rapyuta;/dirlist.php?dir=subtitles%2Fjapanese%2FTenkuu+no+Shiro+Rapyuta%2F;1796
tenkuu shinpan;/dirlist.php?dir=subtitles%2Fjapanese%2FTenkuu+Shinpan%2F;1797
tennis no ouji-sama - the prince of tennis;/dirlist.php?dir=subtitles%2Fjapanese%2FTennis+no+Ouji-sama+-+The+Prince+of+Tennis%2F;1798
tenrou: sirius the jaeger;/dirlist.php?dir=subtitles%2Fjapanese%2FTenrou%3A+Sirius+the+Jaeger%2F;1799
tensai ouji no akaji kokka saisei jutsu;/dirlist.php?dir=subtitles%2Fjapanese%2FTensai+Ouji+no+Akaji+Kokka+Saisei+Jutsu%2F;1800
tensei kenja no isekai life;/dirlist.php?dir=subtitles%2Fjapanese%2FTensei+Kenja+no+Isekai+Life%2F;1801
